Unnamed: 0,Unnamed: 0.1,doi,name,description,url
1611,1611,10.1016/j.jcis.2021.12.051,Preparation of CoFe@N-doped C/rGO composites derived from CoFe Prussian blue analogues for efficient microwave absorption,"At present, in order to solve the problem of microwave radiation and interference, it is urgent to study high performance microwave absorption (MA) materials with strong absorption ability, light weig",
1612,1612,10.1016/j.jcis.2022.08.082,Flower-like bimetal-organic framework derived composites with tunable structures for high-efficiency electromagnetic wave absorption,"Recently, high-performance functional composites for electromagnetic wave absorption (EWA) with tunable nano/micro-structures have attracted extensive attention. Herein, the flower-like electrically c",
1613,1613,10.1021/acsami.5b07081,In Situ Integration of Anisotropic SnO2 Heterostructures inside Three-Dimensional Graphene Aerogel for Enhanced Lithium Storage,Three-dimensional (3D) graphene aerogel (GA) has emerged as an outstanding support for metal oxides to enhance the overall energy-storage performance of the resulting hybrid materials. In the current ,https://moscow.sci-hub.ru/4632/a1c8cf51dc7bb2583830b3d7732e0910/yao2015.pdf
1614,1614,10.1021/acsami.8b01592,Homogeneously Dispersed Co9S8 Anchored on Nitrogen and Sulfur Co-Doped Carbon Derived from Soybean as Bifunctional Oxygen Electrocatalysts and Supercapacitors,"Developing low-cost and highly active multifunctional electrocatalysts to replace noble metal catalysts is crucial for the commercialization of future clean energy technology. Herein, homogeneous Co",https://zero.sci-hub.ru/6742/db8d69f67d519084470a75d6f97af46f/xiao2018.pdf
1615,1615,10.1021/acs.inorgchem.1c01678,Toward the Development of Disposable Electrodes Based on Holmium Orthovanadate/f‑Boron Nitride: Impacts and Electrochemical Performances of Emerging Inorganic Contaminants,Rare-earth metal orthovanadates have great technological relevance in the family of rare-earth compounds owing to their excellent physical and chemical properties. A significant number of studies have,https://sci-hub.ru/downloads/2021-08-12/5b/sriram2021.pdf
1616,1616,10.1021/acs.inorgchem.6b01731,Two Distinctive Hierarchical Products through the Hydrothermal Process for β‑Co(OH)2 Reacting with NaH2PO2 and Their Morphological Effect on Electrochemical Hydrogen Storage,"This paper reports a study of the reaction behavior of β-Co(OH)2 with NaH2PO2 under hydrothermal conditions, depending on the concentration of NaOH (0-9.0 M). Uniform ",https://zero.sci-hub.ru/6180/0cad2a40f13c234a509b6ef96c83855a/lee2016.pdf
1617,1617,10.1039/c9dt04311j,An amorphous nickel boride-modified Zn x Cd 1−x S solid solution for enhanced photocatalytic hydrogen evolution,"In this work, the rational design of amorphous NixB as a co-catalyst for the modification of ZnxCd1-xS was achieved. First, NixB was prepared by the redox m",https://sci-hub.ru/downloads/2020-01-03/d2/10.1039@c9dt04311j.pdf
1618,1618,10.1021/acsami.9b08734,Hierarchical Structure: An effective Strategy to Enhance the Mechanical Performance and Fire Safety of Unsaturated Polyester Resin,"It is still a big challenge to prepare polymer/layered double hydroxide (LDH) composites with high performance, due to the strong agglomeration tendency of LDHs in the polymeric matrix. In this study,",https://sci-hub.ru/downloads/2019-10-24/2e/chu2019.pdf
1619,1619,10.1016/j.ijbiomac.2018.08.104,Fabrication of hybrid nanocomposite derived from chitosan as efficient electrode materials for supercapacitor,A novel high-performance supercapacitor was fabricated using spinal (nickel ferrite) nanoparticles uniformly implanted into nitrogen-doped carbon matrix. The nanocomposite was fabricated with bimetall,https://zero.sci-hub.ru/7076/de9f0622c847be39b30cc495a661da75/al-farraj2018.pdf
1620,1620,10.1021/acsami.8b00931,Solid-Solution Anion-Enhanced Electrochemical Performances of Metal Sulfides/Selenides for Sodium-Ion Capacitors: The Case of FeS2–x Se x,"Transition-metal sulfides/selenides are explored as advanced electrode materials for nonaqueous sodium-ion capacitors, using FeS2- xSe x as an example. A solid solution of S/Se i",https://zero.sci-hub.ru/6715/4ff0ba6eee8ad0885947e745e2e61697/long2018.pdf
1621,1621,10.1016/j.jcis.2021.10.042,Construction of reduced graphene oxide coupled with CoSe2-MoSe2 heterostructure for enhanced electrocatalytic hydrogen production,It is important to develop novel energy to solve energy shortage and environmental problems. Hydrogen evolution reaction (HER) is envisaged as a viable technology that can be used to develop sustainab,
1622,1622,10.1016/j.jcis.2022.07.010,Construction of NiS/Ni3S4 heteronanorod arrays in graphitized carbonized wood frameworks as versatile catalysts for efficient urea-assisted water splitting,"Exploring highly efficient, robust, and stable catalysts for urea electrolysis is intensively desirable for hydrogen production but remains a challenging task. In this work, novel, well-aligned, self-",
1623,1623,10.1016/j.colsurfb.2018.09.005,Manganese dioxide Nanorods/electrochemically reduced graphene oxide nanocomposites modified electrodes for cost-effective and ultrasensitive detection of Amaranth,A novel manganese dioxide nanorods-electrochemically graphene oxide nanocomposites modified glassy carbon electrode (MnO2NRs-ErGO/GCE) was developed for the rapid and sensitive detection of,https://zero.sci-hub.ru/7118/8e457b4adecd04ebba7c86dec006d0af/he2018.pdf
1624,1624,10.1021/acs.langmuir.9b00529,One-Step in Situ Synthesis of Reduced Graphene Oxide/Zn–Al Layered Double Hydroxide Film for Enhanced Corrosion Protection of Magnesium Alloys,"As an effective and environmentally friendly material for corrosion prevention, layered double hydroxide (LDH) films have usually been degraded due to their inherent microporous structure. In this stu",https://sci-hub.ru/downloads/2020-07-12/6c/yan2019.pdf
1625,1625,10.1021/acsomega.9b01883,Solvent Effect on the Solvothermal Synthesis of Mesoporous NiO Catalysts for Activation of Peroxymonosulfate to Degrade Organic Dyes,"In this work, we successfully prepared three different mesoporous NiO nanostructures with preferential (111) planes using three different solvents-water, a water-ethanol mixture, and a water-ethylene ",https://sci-hub.ru/downloads/2019-10-18/85/10.1021@acsomega.9b01883.pdf
1626,1626,10.1021/acsami.5b10781,Cobalt-Based Layered Metal–Organic Framework as an Ultrahigh Capacity Supercapacitor Electrode Material,"Metal-organic frameworks (MOFs) have recently received increasing interest due to their potential application in the energy storage and conversion field. Herein, cobalt-based layered MOF ({[Co(Hmt)(tf",https://sci-hub.ru/downloads/2019-01-17//6f/liu2016.pdf
1627,1627,10.1021/acsami.8b03433,Three-Dimensional Porous Nickel Frameworks Anchored with Cross-Linked Ni(OH)2 Nanosheets as a Highly Sensitive Nonenzymatic Glucose Sensor,A facile and scalable in situ microelectrolysis nanofabrication technique is developed for preparing cross-linked Ni(OH)2 nanosheets on a novel three-dimensional porous nickel template (Ni(,https://zero.sci-hub.ru/6755/8745f7c1272c6f57490eaafa31cfb119/mao2018.pdf
1628,1628,10.1021/acsami.9b18304,Developing Indium-based Ternary Spinel Selenides for Efficient Solid Flexible Zn-Air Batteries and Water Splitting,"Exploring economic, efficient, and corrosion-resistant oxygen electrocatalysts contributes to further development of zinc-air batteries and overall water splitting. Herein, a novel ternary spinel CoIn",https://sci-hub.ru/downloads/2020-07-18/6ce0/wang2020.pdf
1629,1629,10.1016/j.jcis.2022.04.142,Confined transformation of trifunctional Co2(OH)2CO3 nanosheet assemblies into hollow porous Co@N-doped carbon spheres for efficient microwave absorption.,"Carbonaceous-magnetic composites are the most appealing candidates for electromagnetic wave absorption, and creating hollow interiors and nanopores in the composites is commonly recognized as an essen",
1630,1630,10.1021/acsami.8b09247,Novel Cobalt Germanium Hydroxide for Electrochemical Water Oxidation,"Developing efficient and stable oxygen evolution catalyst (OEC) is a critical step to overcome the sluggish kinetics of water oxidation. Here, we hydrothermally synthesized a novel OEC, cobalt germani",https://zero.sci-hub.ru/7077/db766955d293d1c2005f5b02080c821e/xu2018.pdf
1631,1631,10.1021/acsami.8b21581,NiGa2O4/rGO Composite as Long-Cycle-Life Anode Material for Lithium-Ion Batteries,"This work reports a novel Ga-based material, NiGa2O4, which is typically used as a photocatalyst for water splitting, as an anode for Li-ion battery with a long cycle life. High-",https://sci-hub.ru/downloads/2019-10-22/53/huang2019.pdf
1632,1632,10.1016/j.talanta.2018.04.026,Facile synthesis of Ni based metal-organic frameworks wrapped MnO2 nanowires with high performance toward electrochemical oxygen evolution reaction,The transition metal oxides based catalysts have drawn great attention for their application in the electrolysis of water for renewable energy generation. Although manganese oxides were rarely used as,https://zero.sci-hub.ru/6761/0f2ad7d57002153c4f1403704a029c49/han2018.pdf
1633,1633,10.1016/j.jenvman.2022.115887,A critical review of the pre-processing and metals recovery methods from e-wastes,"E-wastes being potential sources of numerous valuable metals are promoted to undergo recycling and recovery under the umbrella of urban mining and circular economy. Thus, the present study provides a ",
1634,1634,10.1016/j.jcis.2020.08.041,Metal-organic frameworks as template for synthesis of Mn3+/Mn4+ mixed valence manganese cobaltites electrocatalysts for oxygen evolution reaction,"Cobalt-based oxides are among the most promising electrocatalysts for oxygen evolution reactions (OER). In this context, this work reports the synthesis of manganese-doped cobaltites using the Zeoliti",https://sci-hub.ru/downloads/2020-10-19/da/10.1016@j.jcis.2020.08.041.pdf
1635,1635,10.1039/d2dt00519k,Economic synthesis of sub-micron brick-like Al-MOF with designed pore distribution for lithium-ion battery anodes with high initial Coulombic efficiency and cycle stability,"Metal-organic frameworks (MOFs) have exhibited great potential for lithium-ion batteries (LIBs). However, to date, it is difficult to fabricate MOF electrode materials with regular shape and rational ",
1636,1636,10.1021/acsami.9b09555,Hydrangea-like α‑Ni1/3Co2/3(OH)2 Reinforced by Ethyl Carbamate “Rivet” for All-Solid-State Supercapacitors with Outstanding Comprehensive Performance,"Improving the self-conductivity and structural stability of electrode materials is a key strategy to improve the energy density, rate performance, and cycle life of supercapacitors. Controlled interca",https://sci-hub.ru/downloads/2019-10-23/5b/wei2019.pdf
1637,1637,10.1002/adma.202006661,Nanodots Derived from Layered Materials: Synthesis and Applications,"Layered 2D materials, such as graphene, transition metal dichalcogenides, transition metal oxides, black phosphorus, graphitic carbon nitride, hexagonal boron nitride, and MXenes, have attracted inten",https://sci-hub.ru/downloads/2021-08-11/3a/zhai2021.pdf
1638,1638,10.1021/am5087374,Rational Design of High-Surface-Area Carbon Nanotube/Microporous Carbon Core–Shell Nanocomposites for Supercapacitor Electrodes,"All-carbon-based carbon nanotube (CNT)/microporous carbon core-shell nanocomposites, in which a CNT as the core and high-surface-area microporous carbon as the shell, have been prepared by in situ res",https://moscow.sci-hub.ru/3598/0145601a0a1cead35d577fd8cc954a7e/yao2015.pdf
1639,1639,10.1007/s40820-017-0165-1,Template-Free Synthesis of Sb2S3 Hollow Microspheres as Anode Materials for Lithium-Ion and Sodium-Ion Batteries,Hierarchical Sb2S3 hollow microspheres assembled by nanowires have been successfully synthesized by a simple and practical hydrothermal reaction. The possible formation process of this architecture wa,https://zero.sci-hub.ru/6573/e7773888443d52ff496d6614112e6959/xie2017.pdf
1640,1640,10.1021/acsomega.1c00697,Promoting Visible Light Generation of Hydrogen Using a Sol–Gel-Prepared MnCo2O4@g‑C3N4 p–n Heterojunction Photocatalyst,"The production of hydrogen using a new type of heterogeneous photocatalyst under visible light is considered a remarkable essential pathway for sustainable, pure energy not only on the laboratory scal",https://sci-hub.ru/downloads/2021-05-14//0c/alhaddad2021.pdf
1641,1641,10.1002/adma.201500707,A Novel Exfoliation Strategy to Significantly Boost the Energy Storage Capability of Commercial Carbon Cloth,A facile and efficient electrochemical oxidation method to directly activated carbon cloth as an excellent electrode material for supercapacitors is reported. Flexible asymmetric supercapacitor device,https://sci-hub.ru/downloads/2019-01-17//6a/wang2015.pdf
1642,1642,10.1088/0957-4484/27/21/215403,Porous γ-Fe2O3 spheres coated with N-doped carbon from polydopamine as Li-ion battery anode materials,"Nitrogen doping has been demonstrated to play a crucial role in controlling the electronic properties of carbon-based composites. In this paper, nitrogen-doped carbon coated γ-Fe2O3 (NC@γ-Fe2O3) compo",https://moscow.sci-hub.ru/5137/972cd8a9192cf7ebd2b6f3667ed26c45/liang2016.pdf
1643,1643,10.1002/chem.201905346,Bifunctional Catalysts for Reversible Oxygen Evolution Reaction and Oxygen Reduction Reaction,Metal-air batteries (MABs) and reversible fuel cells (RFCs) rely on the bifunctional oxygen catalysts for oxygen evolution reaction (OER) and oxygen reduction reaction (ORR). Finding efficient bifunct,https://sci-hub.ru/downloads/2020-02-16/8f/10.1002@chem.201905346.pdf
1644,1644,10.1039/c7nr04187j,Nanostructured materials on 3D nickel foam as electrocatalysts for water splitting,"Highly efficient and low-cost electrocatalysts are essential for water spitting via electrolysis in an economically viable fashion. However, the best catalytic performance is found with noble metal-ba",https://zero.sci-hub.ru/6462/af9528486ef91677b971026778644bb8/chaudhari2017.pdf
1645,1645,10.1002/smll.202000730,An Overview and Future Perspectives of Rechargeable Zinc Batteries,"Aqueous rechargeable zinc-based batteries have sparked a lot of enthusiasm in the energy storage field recently due to their inherent safety, low cost, and environmental friendliness. Although remarka",https://sci-hub.ru/downloads/2020-05-14/c9/10.1002@smll.202000730.pdf
1646,1646,10.1007/s10895-019-02472-3,Carbon Dots Doped with N and S towards Controlling Emitting,"N-doped carbon dots (N-Cdots) were prepared via a solvothermal process in different solvents including water, acetone, and N,N-dimethylformamide (DMF). The red-shifted photoluminescence (PL) peaks and",https://sci-hub.ru/downloads/2020-01-07/9e/song2020.pdf
1647,1647,10.1021/acs.inorgchem.2c00460,"Precursor Engineering for the Synthesis of Mixed Anionic Metal (Cu, Mn) Chalcogenide Nanomaterials via Solvent-Less Synthesis","Metal-organic ligands with mixed chalcogenides are potential compounds for the preparation of mixed anionic metal chalcogenide alloys. However, only a few of such ligands are known, and their complexe",
1648,1648,10.1002/chem.201704284,Recent Applications of 2D Inorganic Nanosheets for Emerging Energy Storage System,"Among many types of nanostructured inorganic materials, highly anisotropic 2D nanosheets provide unique advantages in designing and synthesizing efficient electrode and electrocatalyst materials for n",https://zero.sci-hub.ru/6560/d031d08b05858812cbfa2d1135178319/oh2017.pdf
1649,1649,10.1088/1361-6528/aab4c2,Uniformly coated highly porous graphene/MnO2 foams for flexible asymmetric supercapacitors,"Supercapacitors are called to play a prominent role in the newly emerging markets of electric vehicles, flexible displays and sensors, and wearable electronics. In order to compete with current batter",https://zero.sci-hub.ru/6702/f00e9c58ede15323c978d274de0d06cc/drieschner2018.pdf
1650,1650,10.1016/j.jhazmat.2020.124792,Ultrasensitive detection of cytotoxic food preservative tert-butylhydroquinone using 3D cupric oxide nanoflowers embedded functionalized carbon nanotubes,Accurate detection of cytotoxic food preservative tert-butylhydroquinone (TBHQ) has significant importance in maintaining food quality and safety. TBHQ is a chronic hazard to aquatic life and its use ,https://sci-hub.ru/downloads/2020-12-23/a3/balram2021.pdf
1651,1651,10.1002/smll.201801562,Sulfur‐Deficient Bismuth Sulfide/Nitrogen‐Doped Carbon Nanofibers as Advanced Free‐Standing Electrode for Asymmetric Supercapacitors,"The use of free-standing carbon-based hybrids plays a crucial role to help fulfil ever-increasing energy storage demands, but is greatly hindered by the limited number of active sites for fast charge ",https://zero.sci-hub.ru/6990/ff4ca192bfd62ca994a1806555d93148/zong2018.pdf
1652,1652,10.1002/cssc.201902537,2 D MXene‐based Energy Storage Materials: Interfacial Structure Design and Functionalization,"Transition metal carbides and/or nitrides (MXenes), a burgeoning group of 2 D layer-structure compounds, have multiple merits, such as high electrical conductivity, tunable layer structure, small band",https://sci-hub.ru/downloads/2019-10-22/6d/fang2019.pdf
1653,1653,10.1016/j.jcis.2019.08.044,MOF assistance synthesis of nanoporous double-shelled CuCo2O4 hollow spheres for hybrid supercapacitors,Design of complex hollow nanostructures of two or more transition metal oxides seems to be necessary to answer the demand for novel energy storage electrodes owning outstanding performance for advance,https://sci-hub.ru/downloads/2019-08-21/eb/10.1016@j.jcis.2019.08.044.pdf
1654,1654,10.1002/smll.201800294,Ni@NiO Nanowires on Nickel Foam Prepared via “Acid Hungry” Strategy: High Supercapacitor Performance and Robust Electrocatalysts for Water Splitting Reaction,"Ni/NiO core-shell nanowires on nickel foam (NF) are successfully synthesized using an ""acid-hungry"" strategy. The 3D electrode with large accessible active sites and improved conductivity, possesses a",https://zero.sci-hub.ru/6984/7792426a0a2c0bf8624f365c98a5ded4/sun2018.pdf
1655,1655,10.1021/acsami.9b14350,Low-Cost Ni2P/Ni0.96S Heterostructured Bifunctional Electrocatalyst toward Highly Efficient Overall Urea-Water Electrolysis,"Water splitting is a sustainable approach for production of hydrogen to fuel some clean energy technologies. This process, unfortunately, has been significantly impeded by the puzzles in either the ef",https://sci-hub.ru/downloads/2020-07-18/f5/he2019.pdf
1656,1656,10.1021/acs.chemrev.1c00636,Atomically Thin Materials for Next-Generation Rechargeable Batteries,"Atomically thin materials (ATMs) with thicknesses in the atomic scale (typically <5 nm) offer inherent advantages of large specific surface areas, proper crystal lattice distortion, abundant surfac",
1657,1657,10.1021/acsami.6b16602,Morphology-Controllable Synthesis of Zn–Co-Mixed Sulfide Nanostructures on Carbon Fiber Paper Toward Efficient Rechargeable Zinc–Air Batteries and Water Electrolysis,"It remains an ongoing challenge to develop cheap, highly active, and stable electrocatalysts to promote the sluggish electrocatalytic oxygen evolution, oxygen reduction, and hydrogen evolution reactio",https://zero.sci-hub.ru/6297/027f6317c654b3360c11c1837deee218/wu2017.pdf
1658,1658,10.1088/1361-6528/aac02c,Three-dimensional nitrogen and sulfur co-doped holey-reduced graphene oxide frameworks anchored with MoO2 nanodots for advanced rechargeable lithium-ion batteries,"In this manuscript, we synthesize a porous three-dimensional anode material consisting of molybdenum dioxide nanodots anchored on nitrogen (N)/sulfur (S) co-doped reduced graphene oxide (GO) (3D MoO",https://zero.sci-hub.ru/6791/7623c4bd944197edd0a6601cd04b77b3/pei2018.pdf
1659,1659,10.1021/acsomega.9b01063,Ultrasensitive and Highly Selective Ni3Te2 as a Nonenzymatic Glucose Sensor at Extremely Low Working Potential,"Developing Nonenzymatic glucose biosensors has recently been at the center of attention owing to their potential application in implantable and continuous glucose monitoring systems. In this article, ",https://sci-hub.ru/downloads/2019-08-19/9b/10.1021@acsomega.9b01063.pdf
1660,1660,10.1038/s41565-021-01051-7,A multifunctional chemical toolbox to engineer carbon dots for biomedical and energy applications,"Photoluminescent carbon nanoparticles, or carbon dots, are an emerging class of materials that has recently attracted considerable attention for biomedical and energy applications. They are defined by",
1661,1661,10.1002/advs.201700592,Hierarchically Nanostructured Transition Metal Oxides for Lithium‐Ion Batteries,"Lithium-ion batteries (LIBs) have been widely used in the field of portable electric devices because of their high energy density and long cycling life. To further improve the performance of LIBs, it ",https://zero.sci-hub.ru/6622/34e335b403916bac703817a3a0b04f4a/zheng2018.pdf
1662,1662,10.1016/j.jcis.2019.12.101,Construction of hierarchical cobalt-molybdenum selenide hollow nanospheres architectures for high performance battery-supercapacitor hybrid devices,Transition metal selenides have aroused widespread attention as a class of emerging electrode materials for high-performance supercapacitors attributed to their featured with high theoretical capacita,https://sci-hub.ru/downloads/2020-01-01/f3/ma2019.pdf
1663,1663,10.1021/acs.jpcb.8b01611,Improved Nonenzymatic Glucose Sensing Properties of Pd/MnO2 Nanosheets: Synthesis by Facile Microwave-Assisted Route and Theoretical Insight from Quantum Simulations,"The electrocatalytic properties of manganese oxide (MnO2) can be improved significantly by making hybrids/composites with noble metals (Au, Pd). Here, efforts have been made to synthesize t",https://zero.sci-hub.ru/6987/9921d792edccedf2138d142f6bda5d6f/ponnusamy2018.pdf
1664,1664,10.1007/s11356-020-12214-9,Superior Hg0 capture performance and SO2 resistance of Co–Mn binary metal oxide-modified layered MCM-22 zeolite for SO2-containing flue gas,A Co–Mn binary metal oxide-modified layered MCM-22 zeolite was designed to capture gaseous elemental mercury (Hg0) from SO2-containing flue gas. The physicochemical properties of the Co–Mn/MCM-22 zeol,https://sci-hub.ru/downloads/2021-05-14//85/ma2021.pdf
1665,1665,10.1016/j.jcis.2020.10.050,Highly efficient Co3O4/CeO2 heterostructure as anode for lithium-ion batteries,"Co3O4 has been extensively studied as an anode material for lithium-ion batteries (LIBs) because of its high theoretical capacity. However, during the charging-discharging proces",https://sci-hub.ru/downloads/2020-11-04/81/kang2020.pdf
1666,1666,10.1021/acsami.6b11389,Triple-Confined Well-Dispersed Biactive NiCo2S4/Ni0.96S on Graphene Aerogel for High-Efficiency Lithium Storage,"Layered double hydroxides (LDHs), also known as hydrotalcite-like anionic clay compounds, have attracted increasing interest in electrochemical energy storage, in the main form of LDH precursor-derive",https://zero.sci-hub.ru/6114/13cc23a4289845b563add400c44ac7d7/bai2016.pdf
1667,1667,10.1039/c5cs00147a,Structural design of graphene for use in electrochemical energy storage devices,There are many practical challenges in the use of graphene materials as active components in electrochemical energy storage devices. Graphene has a much lower capacitance than the theoretical capacita,https://moscow.sci-hub.ru/4088/3f4b776ebd9cfe2b9050c3f44322ef6c/chen2015.pdf
1668,1668,10.1021/acsomega.8b03362,Fabrication of Solid-State Asymmetric Supercapacitors Based on Aniline Oligomers and Graphene Electrodes with Enhanced Electrochemical Performances,"This work describes solid-state asymmetric supercapacitors (ASCs), composed of aniline oligomers as a cathode, nonoxidative graphene sheet as an anode, and polyvinyl alcohol-potassium hydroxide gel as",https://sci-hub.ru/downloads/2019-01-21//20/han2019.pdf
1669,1669,10.1088/1361-6528/ac1a3e,Compressive modulus and deformation mechanisms of 3DG foams: experimental investigation and multiscale modeling,"Due to the wide applications of three-dimensional graphene (3DG) foam in bio-sensors, stretchable electronics, and conductive polymer composites, predicting its mechanical behavior is of paramount imp",
1670,1670,10.1021/acsami.2c06122,Carbon Nanotube-Coupled Seaweed-like Cobalt Sulfide as a Dual-Functional Catalyst for Overall Water Splitting,"Preparation of high-efficiency dual-functional catalysts remains the bottleneck for electrochemical water splitting. To prepare a non-precious metal catalyst with high activity and stability, here, we",
1671,1671,10.1021/acsami.6b14242,A Study of Electrocatalytic and Photocatalytic Activity of Cerium Molybdate Nanocubes Decorated Graphene Oxide for the Sensing and Degradation of Antibiotic Drug Chloramphenicol,"In this present work, ""killing two birds with one stone"" strategy was performed for the electrochemical trace level detection and photocatalytic degradation of antibiotic drug chloramphenicol (CAP) us",https://zero.sci-hub.ru/6248/11d3b138ba2819d5a3e0934e09a5fb1c/karthik2017.pdf
1672,1672,10.3390/nano9091306,Development and Applications of MOFs Derivative One-Dimensional Nanofibers via Electrospinning:A Mini-Review,"Metal organic frameworks (MOFs) have been exploited for various applications in science and engineering due to the possibility of forming different mesoscopic frameworks and pore structures. To date, ",https://sci-hub.ru/downloads/2019-09-17/47/liu2019.pdf
1673,1673,10.1021/acsami.6b15757,Cobalt- and Cadmium-Based Metal–Organic Frameworks as High-Performance Anodes for Sodium Ion Batteries and Lithium Ion Batteries,"Two multifunctional metal-organic frameworks (MOFs) with the same coordination mode, [Co(L)(H2O)]n·2nH2O [defined as ""Co(L) MOF""] and [Cd(L)(H2O)]n",https://zero.sci-hub.ru/6526/bb1115c1b69fb09b14e448a2fd12544d/dong2017.pdf
1674,1674,10.1021/acsami.9b09882,Two-Dimensional Bismuth Oxide Heterostructured Nanosheets for Lithium- and Sodium-Ion Storages,Two-dimensional (2D) bismuth oxide (Bi2O3) heterostructured nanosheets (BOHNs) were first fabricated by a solution-based molecular self-assembly approach. The synthesized BOHNs n,https://sci-hub.ru/downloads/2019-10-24/99/mei2019.pdf
1675,1675,10.1002/adma.201506133,Synthesis of Two‐Dimensional Materials for Capacitive Energy Storage,"The unique properties and great variety of two-dimensional (2D) nanomaterials make them highly attractive for energy storage applications. Here, an insight into the progress made towards the applicati",https://zero.sci-hub.ru/5753/406958564283cb595102ce35da51636d/10.1002@adma.201506133.pdf
1676,1676,10.1021/acsami.5b11510,Graphene Oxide Templated Growth and Superior Lithium Storage Performance of Novel Hierarchical Co2V2O7 Nanosheets,Hierarchical Co2V2O7 nanosheets consisted of interconnected nanoparticles are synthesized by a facile method using graphene oxide as the template. The electrochemical reaction mechanism of the Co2V2O7,https://moscow.sci-hub.ru/4804/3a35cce695bdacee40d2288be244c33c/luo2016.pdf
1677,1677,10.1021/acsami.6b10637,Highly Conductive Mo2C Nanofibers Encapsulated in Ultrathin MnO2 Nanosheets as a Self-Supported Electrode for High-Performance Capacitive Energy Storage,Nanostructured transition metal carbides (TMCs) with superior electrochemical properties are promising materials for high-efficiency energy-storage applications. Herein one-dimensional molybdenum carb,https://zero.sci-hub.ru/6104/2243bdf2523d3c2eb45ca88fa955ff53/shi2016.pdf
1678,1678,10.1088/1361-6528/aa9d52,Enhanced photocatalytic water-splitting performance using Fe-doped hierarchical TiO2 ball-flowers,"The photocatalytic water-splitting behavior of hierarchically structured TiO2 ball-flowers with different Fe ion contents was studied, in order to elucidate the effects of Fe doping on thei",https://zero.sci-hub.ru/6599/9299dd7e14f068aae140ae21b99e6008/wang2017.pdf
1679,1679,10.1186/s11671-016-1277-0,The Two-Dimensional Nanocomposite of Molybdenum Disulfide and Nitrogen-Doped Graphene Oxide for Efficient Counter Electrode of Dye-Sensitized Solar Cells,"In this study, we reported the synthesis of the two-dimensional (2D) nanocomposite of molybdenum disulfide and nitrogen-doped graphene oxide (MoS2/nGO) as a platinum-free counter electrode (CE) for dy",https://moscow.sci-hub.ru/5361/e3dfe06d698f266c06b74b6065f0090a/cheng2016.pdf
1680,1680,10.1002/chem.201403649,Nanoarchitectured Graphene‐Based Supercapacitors for Next‐Generation Energy‐Storage Applications,"Tremendous development in the field of portable electronics and hybrid electric vehicles has led to urgent and increasing demand in the field of high-energy storage devices. In recent years, many rese",https://moscow.sci-hub.ru/2762/61b81a29f47354cc0a178385743c3353/salunkhe2014.pdf
1681,1681,10.1021/acsami.1c09503,Ultrathin NiSe Nanosheets on Ni Foam for Efficient and Durable Hydrazine-Assisted Electrolytic Hydrogen Production,Hydrazine-assisted electrochemical water splitting is an important avenue toward low cost and sustainable hydrogen production. An efficient and stable bifunctional electrocatalyst for the hydrogen evo,
1682,1682,10.3390/nano10010061,Facile Preparation of Ni-Co Bimetallic Oxide/Activated Carbon Composites Using the Plasma in Liquid Process for Supercapacitor Electrode Applications,"In this study, a plasma in a liquid process (PiLP) was used to facilely precipitate bimetallic nanoparticles composed of Ni and Co elements on the surface of activated carbon. The physicochemical and ",https://sci-hub.ru/downloads/2020-01-07/57/lee2019.pdf
1683,1683,10.1016/j.ijbiomac.2019.12.187,Rapid one-step preparation of hierarchical porous carbon from chitosan-based hydrogel for high-rate supercapacitors: The effect of gelling agent concentration,"Herein, chitosan-based hydrogel beads (CHBs) were used to prepare N- and O-enriched hierarchical porous carbon (PC) by microwave heating for only 10 min. Water molecules in CHBs can act as heating car",https://sci-hub.ru/downloads/2020-07-14/9a/luo2019.pdf
1684,1684,10.1039/c7cc07259g,Hierarchical CuCo 2 S 4 nanoarrays for high-efficient and durable water oxidation electrocatalysis,"It is highly attractive to design and develop earth-abundant electrocatalysts toward high-efficiency water oxidation electrocatalysis in alkaline media. In this communication, we report the in situ hy",https://zero.sci-hub.ru/6591/99748cb48a8f2f159ffba1d9a8d2f70f/yang2018.pdf
1685,1685,10.1039/c4nr00533c,Facile fabrication of hierarchical ZnCo 2 O 4 /NiO core/shell nanowire arrays with improved lithium-ion battery performance,"We report a facile and controllable strategy for the fabrication of three-dimensional (3D) ZnCo2O4/NiO core/shell nanowire arrays (ZCO/NiO NWs) on nickel (Ni) foam substrates by a simple, cost-effecti",https://moscow.sci-hub.ru/2519/c720d7db39c4a1342b66e6dbd7c746e6/sun2014.pdf
1686,1686,10.1021/acsami.8b08680,Graphene-Bridged Multifunctional Flexible Fiber Supercapacitor with High Energy Density,"Portable fiber supercapacitors with high-energy storage capacity are in great demand to cater for the rapid development of flexible and deformable electronic devices. Hence, we employed a 3D cellular ",https://zero.sci-hub.ru/7018/32eba6c44e67e8b1d55f371e3600dd05/gao2018.pdf
1687,1687,10.1021/acs.inorgchem.2c00093,Vanadium-Doped Nickel Cobalt Layered Double Hydroxide: A High-Performance Oxygen Evolution Reaction Electrocatalyst in Alkaline Medium,"Vast attention from researchers is being given to the development of suitable oxygen evolution reaction (OER) electrocatalysts via water electrolysis. Being highly abundant, the use of transiti",
