,doi,name,description
1588,10.1021/acsami.7b03029,Interconnected Copper Cobaltite Nanochains as Efficient Electrocatalysts for Water Oxidation in Alkaline Medium,The present work is focused on the protective-agent-free synthesis of interconnected copper cobaltite (Cu0.3Co2.7O4) nanochains by temperature-controlled solvothermal 
1589,10.1021/acsami.7b19448,SnO2@C@VO2 Composite Hollow Nanospheres as an Anode Material for Lithium-Ion Batteries,"Porous SnO2@C@VO2 composite hollow nanospheres were ingeniously constructed through the combination of layer-by-layer deposition and redox reaction. Moreover, to optimize the ele"
1590,10.1002/smll.201903760,Fibrous‐Structured Freestanding Electrodes for Oxygen Electrocatalysis,"Electrocatalysts used for oxygen reduction and oxygen evolution reactions are critical materials in many renewable-energy devices, such as rechargeable metal-air batteries, regenerative fuel cells, an"
1591,10.1021/acsabm.9b01107,Co2V2O7 Particles with Intrinsic Multienzyme Mimetic Activities as an Effective Bioplatform for Ultrasensitive Fluorometric and Colorimetric Biosensing,"Nanozymes with various activities have attracted much attention owing to their great potential in the fields of biochemical analysis and environmental monitoring. Herein, for the first time, granular "
1592,10.1016/j.jcis.2021.07.053,Enhanced triethylamine-sensing properties of hierarchical molybdenum trioxide nanostructures derived by oxidizing molybdenum disulfide nanosheets,A 3D α-MoO3 nanostructure for high-performance triethylamine (TEA) detection was synthesized via the facial oxidation of MoS2 nanoflowers (NFs) obtained by a hydrothermal process
1593,10.1021/acsami.5b07044,Vanadium Nitride Nanowire Supported SnS2 Nanosheets with High Reversible Capacity as Anode Material for Lithium Ion Batteries,"The vulnerable restacking problem of tin disulfide (SnS2) usually leads to poor initial reversible capacity and poor cyclic stability, which hinders its practical application as lithium ion battery an"
1594,10.1002/smll.201803984,Phosphorus‐Mediated MoS2 Nanowires as a High‐Performance Electrode Material for Quasi‐Solid‐State Sodium‐Ion Intercalation Supercapacitors,Molybdenum disulfide (MoS2 ) is a promising electrode material for electrochemical energy storage owing to its high theoretical specific capacity and fascinating 2D layered structure. Howev
1595,10.1088/1361-6528/aabeb3,Three dimensional carbon-bubble foams with hierarchical pores for ultra-long cycling life supercapacitors,"Design and synthesis of integrated, interconnected porous structures are critical to the development of high-performance supercapacitors. We develop a novel and facile synthesis technic to construct t"
1596,10.1186/s11671-019-3100-1,Synthesis of Free-Standing Flexible rGO/MWCNT Films for Symmetric Supercapacitor Application,"Herein, we report a novel, simple, and cost-effective way to synthesize flexible and conductive rGO and rGO/MWCNT freestanding films. The effects of MWCNT addition on the electrochemical performance o"
1597,10.3390/ma10060608,Co3O4@CoS Core-Shell Nanosheets on Carbon Cloth for High Performance Supercapacitor Electrodes,"In this work, a two-step electrodeposition strategy is developed for the synthesis of core-shell Co₃O₄@CoS nanosheet arrays on carbon cloth (CC) for supercapacitor applications. Porous Co₃O₄ nanosheet"
1598,10.1088/1361-6528/abd1a7,Application of functionalized graphene in LiO2 batteries,Li-O2 batteries (LOB) are considered as one of the most promising energy storage devices using renewable electricity to power electric vehicles because of its exceptionally high energy dens
1599,10.1039/d1ra05073g,Metal–organic framework based electrode materials for lithium-ion batteries: a review,"Metal-organic frameworks (MOFs) with efficient surface and structural properties have risen as a distinctive class of porous materials through the last few decades, which has enabled MOFs to gain atte"
1600,10.1021/acsami.8b02504,Metal-Embedded Porous Graphitic Carbon Fibers Fabricated from Bamboo Sticks as a Novel Cathode for Lithium–Sulfur Batteries,Lithium-sulfur batteries (LSBs) are deemed to be among the most prospective next-generation advanced high-energy batteries. Advanced cathode materials fabricated from biological carbon are becoming mo
1601,10.1016/j.jcis.2016.10.049,Facile synthesis of Mn3O4-rGO hybrid materials for the high-performance electrocatalytic reduction of oxygen,"In this study, a highly active oxygen reduction reaction (ORR) electrocatalyst (MG-15) of Mn3O4 nanoparticles (NPs) supported by reduced graphene oxide (rGO) has been fabricated "
1602,10.1016/j.jcis.2021.08.189,Design of conical hollow ZnS arrays vertically grown on carbon fibers for lightweight and broadband flexible absorbers,High-performance electromagnetic (EM) absorbers are necessary for military and industry application in view of the extensive utilization of EM devices. Carbon fibers (CFs) have been considered as prom
1603,10.1021/acsami.8b15047,Controllable Hortensia-like MnO2 Synergized with Carbon Nanotubes as an Efficient Electrocatalyst for Long-Term Metal–Air Batteries,The exploitation of a high-activity and low-cost bifunctional catalyst for oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) as the cathode catalyst is a research priority in metal-a
1604,10.1021/acs.langmuir.0c02554,Nanosheet Synthesis of Mixed Co3O4/CuO via Combustion Method for Methanol Oxidation and Carbon Dioxide Reduction,This paper represents a study of mixed Co3O4/CuO nanosheet (NS) synthesis via solution combustion synthesis for oxidation of methanol and carbon dioxide (CO2) c
1605,10.1021/acsami.7b07793,Probing the Crystal Plane Effect of Co3O4 for Enhanced Electrocatalytic Performance toward Efficient Overall Water Splitting,"Identifying effective methods to enhance the properties of catalysts is urgent to broaden the scanty technologies, so far. Herein, we synthesized four Co3O4 crystals with differe"
1606,10.1088/0957-4484/27/27/275401,Synthesis of nanostructured β-Ni(OH)2 by electrochemical dissolution–precipitation and its application as a water oxidation catalyst,"A straightforward electrochemical dissolution-precipitation approach has been developed to synthesize nanostructured β-Ni(OH)2 powders (particle size 10-100 nm, specific surface area ∼100 m(2) g(-1)) "
1607,10.3389/fchem.2021.655583,NiO Nanosheets Coupled With CdS Nanorods as 2D/1D Heterojunction for Improved Photocatalytic Hydrogen Evolution,"Designing low-cost, environment friendly, and highly active photocatalysts for water splitting is a promising path toward relieving energy issues. Herein, one-dimensional (1D) cadmium sulfide (CdS) na"
1608,10.1088/1361-6528/ab2a83,Aldehyde reduced Co3O4 to form oxygen vacancy and enhance the electrochemical performance for oxygen evolution reaction and supercapacitors,"Oxygen vacancy is a feasible approach to boost the electrochemical properties for metal oxides. In this work, a Co3O4 with abundant oxygen vacancy is synthesized via aldehyde red"
1609,10.1002/adma.201707290,In Situ Activation of 3D Porous Bi/Carbon Architectures: Toward High‐Energy and Stable Nickel–Bismuth Batteries,"To achieve high-energy and stable aqueous rechargeable batteries, state-of-the art of anode materials are needed. Bismuth (Bi) has recently emerged as an attractive anode material due to its highly re"
1610,10.1021/acsami.8b04502,Facile Synthesis of Mixed Metal–Organic Frameworks: Electrode Materials for Supercapacitors with Excellent Areal Capacitance and Operational Stability,"Electrode materials with high surface area, tailored pore size, and efficient capability for ion insertion and enhanced transport of electrons and ions are needed for advanced supercapacitors. In the "
1611,10.1016/j.jcis.2021.12.051,Preparation of CoFe@N-doped C/rGO composites derived from CoFe Prussian blue analogues for efficient microwave absorption,"At present, in order to solve the problem of microwave radiation and interference, it is urgent to study high performance microwave absorption (MA) materials with strong absorption ability, light weig"
1612,10.1016/j.jcis.2022.08.082,Flower-like bimetal-organic framework derived composites with tunable structures for high-efficiency electromagnetic wave absorption,"Recently, high-performance functional composites for electromagnetic wave absorption (EWA) with tunable nano/micro-structures have attracted extensive attention. Herein, the flower-like electrically c"
1613,10.1021/acsami.5b07081,In Situ Integration of Anisotropic SnO2 Heterostructures inside Three-Dimensional Graphene Aerogel for Enhanced Lithium Storage,Three-dimensional (3D) graphene aerogel (GA) has emerged as an outstanding support for metal oxides to enhance the overall energy-storage performance of the resulting hybrid materials. In the current 
1614,10.1021/acsami.8b01592,Homogeneously Dispersed Co9S8 Anchored on Nitrogen and Sulfur Co-Doped Carbon Derived from Soybean as Bifunctional Oxygen Electrocatalysts and Supercapacitors,"Developing low-cost and highly active multifunctional electrocatalysts to replace noble metal catalysts is crucial for the commercialization of future clean energy technology. Herein, homogeneous Co"
1615,10.1021/acs.inorgchem.1c01678,Toward the Development of Disposable Electrodes Based on Holmium Orthovanadate/f‑Boron Nitride: Impacts and Electrochemical Performances of Emerging Inorganic Contaminants,Rare-earth metal orthovanadates have great technological relevance in the family of rare-earth compounds owing to their excellent physical and chemical properties. A significant number of studies have
1616,10.1021/acs.inorgchem.6b01731,Two Distinctive Hierarchical Products through the Hydrothermal Process for β‑Co(OH)2 Reacting with NaH2PO2 and Their Morphological Effect on Electrochemical Hydrogen Storage,"This paper reports a study of the reaction behavior of β-Co(OH)2 with NaH2PO2 under hydrothermal conditions, depending on the concentration of NaOH (0-9.0 M). Uniform "
1617,10.1039/c9dt04311j,An amorphous nickel boride-modified Zn x Cd 1−x S solid solution for enhanced photocatalytic hydrogen evolution,"In this work, the rational design of amorphous NixB as a co-catalyst for the modification of ZnxCd1-xS was achieved. First, NixB was prepared by the redox m"
1618,10.1021/acsami.9b08734,Hierarchical Structure: An effective Strategy to Enhance the Mechanical Performance and Fire Safety of Unsaturated Polyester Resin,"It is still a big challenge to prepare polymer/layered double hydroxide (LDH) composites with high performance, due to the strong agglomeration tendency of LDHs in the polymeric matrix. In this study,"
1619,10.1016/j.ijbiomac.2018.08.104,Fabrication of hybrid nanocomposite derived from chitosan as efficient electrode materials for supercapacitor,A novel high-performance supercapacitor was fabricated using spinal (nickel ferrite) nanoparticles uniformly implanted into nitrogen-doped carbon matrix. The nanocomposite was fabricated with bimetall
1620,10.1021/acsami.8b00931,Solid-Solution Anion-Enhanced Electrochemical Performances of Metal Sulfides/Selenides for Sodium-Ion Capacitors: The Case of FeS2–x Se x,"Transition-metal sulfides/selenides are explored as advanced electrode materials for nonaqueous sodium-ion capacitors, using FeS2- xSe x as an example. A solid solution of S/Se i"
1621,10.1016/j.jcis.2021.10.042,Construction of reduced graphene oxide coupled with CoSe2-MoSe2 heterostructure for enhanced electrocatalytic hydrogen production,It is important to develop novel energy to solve energy shortage and environmental problems. Hydrogen evolution reaction (HER) is envisaged as a viable technology that can be used to develop sustainab
1622,10.1016/j.jcis.2022.07.010,Construction of NiS/Ni3S4 heteronanorod arrays in graphitized carbonized wood frameworks as versatile catalysts for efficient urea-assisted water splitting,"Exploring highly efficient, robust, and stable catalysts for urea electrolysis is intensively desirable for hydrogen production but remains a challenging task. In this work, novel, well-aligned, self-"
1623,10.1016/j.colsurfb.2018.09.005,Manganese dioxide Nanorods/electrochemically reduced graphene oxide nanocomposites modified electrodes for cost-effective and ultrasensitive detection of Amaranth,A novel manganese dioxide nanorods-electrochemically graphene oxide nanocomposites modified glassy carbon electrode (MnO2NRs-ErGO/GCE) was developed for the rapid and sensitive detection of
1624,10.1021/acs.langmuir.9b00529,One-Step in Situ Synthesis of Reduced Graphene Oxide/Zn–Al Layered Double Hydroxide Film for Enhanced Corrosion Protection of Magnesium Alloys,"As an effective and environmentally friendly material for corrosion prevention, layered double hydroxide (LDH) films have usually been degraded due to their inherent microporous structure. In this stu"
1625,10.1021/acsomega.9b01883,Solvent Effect on the Solvothermal Synthesis of Mesoporous NiO Catalysts for Activation of Peroxymonosulfate to Degrade Organic Dyes,"In this work, we successfully prepared three different mesoporous NiO nanostructures with preferential (111) planes using three different solvents-water, a water-ethanol mixture, and a water-ethylene "
1626,10.1021/acsami.5b10781,Cobalt-Based Layered Metal–Organic Framework as an Ultrahigh Capacity Supercapacitor Electrode Material,"Metal-organic frameworks (MOFs) have recently received increasing interest due to their potential application in the energy storage and conversion field. Herein, cobalt-based layered MOF ({[Co(Hmt)(tf"
1627,10.1021/acsami.8b03433,Three-Dimensional Porous Nickel Frameworks Anchored with Cross-Linked Ni(OH)2 Nanosheets as a Highly Sensitive Nonenzymatic Glucose Sensor,A facile and scalable in situ microelectrolysis nanofabrication technique is developed for preparing cross-linked Ni(OH)2 nanosheets on a novel three-dimensional porous nickel template (Ni(
1628,10.1021/acsami.9b18304,Developing Indium-based Ternary Spinel Selenides for Efficient Solid Flexible Zn-Air Batteries and Water Splitting,"Exploring economic, efficient, and corrosion-resistant oxygen electrocatalysts contributes to further development of zinc-air batteries and overall water splitting. Herein, a novel ternary spinel CoIn"
1629,10.1016/j.jcis.2022.04.142,Confined transformation of trifunctional Co2(OH)2CO3 nanosheet assemblies into hollow porous Co@N-doped carbon spheres for efficient microwave absorption.,"Carbonaceous-magnetic composites are the most appealing candidates for electromagnetic wave absorption, and creating hollow interiors and nanopores in the composites is commonly recognized as an essen"
1630,10.1021/acsami.8b09247,Novel Cobalt Germanium Hydroxide for Electrochemical Water Oxidation,"Developing efficient and stable oxygen evolution catalyst (OEC) is a critical step to overcome the sluggish kinetics of water oxidation. Here, we hydrothermally synthesized a novel OEC, cobalt germani"
1631,10.1021/acsami.8b21581,NiGa2O4/rGO Composite as Long-Cycle-Life Anode Material for Lithium-Ion Batteries,"This work reports a novel Ga-based material, NiGa2O4, which is typically used as a photocatalyst for water splitting, as an anode for Li-ion battery with a long cycle life. High-"
1632,10.1016/j.talanta.2018.04.026,Facile synthesis of Ni based metal-organic frameworks wrapped MnO2 nanowires with high performance toward electrochemical oxygen evolution reaction,The transition metal oxides based catalysts have drawn great attention for their application in the electrolysis of water for renewable energy generation. Although manganese oxides were rarely used as
1633,10.1016/j.jenvman.2022.115887,A critical review of the pre-processing and metals recovery methods from e-wastes,"E-wastes being potential sources of numerous valuable metals are promoted to undergo recycling and recovery under the umbrella of urban mining and circular economy. Thus, the present study provides a "
1634,10.1016/j.jcis.2020.08.041,Metal-organic frameworks as template for synthesis of Mn3+/Mn4+ mixed valence manganese cobaltites electrocatalysts for oxygen evolution reaction,"Cobalt-based oxides are among the most promising electrocatalysts for oxygen evolution reactions (OER). In this context, this work reports the synthesis of manganese-doped cobaltites using the Zeoliti"
1635,10.1039/d2dt00519k,Economic synthesis of sub-micron brick-like Al-MOF with designed pore distribution for lithium-ion battery anodes with high initial Coulombic efficiency and cycle stability,"Metal-organic frameworks (MOFs) have exhibited great potential for lithium-ion batteries (LIBs). However, to date, it is difficult to fabricate MOF electrode materials with regular shape and rational "
1636,10.1021/acsami.9b09555,Hydrangea-like α‑Ni1/3Co2/3(OH)2 Reinforced by Ethyl Carbamate “Rivet” for All-Solid-State Supercapacitors with Outstanding Comprehensive Performance,"Improving the self-conductivity and structural stability of electrode materials is a key strategy to improve the energy density, rate performance, and cycle life of supercapacitors. Controlled interca"
1637,10.1002/adma.202006661,Nanodots Derived from Layered Materials: Synthesis and Applications,"Layered 2D materials, such as graphene, transition metal dichalcogenides, transition metal oxides, black phosphorus, graphitic carbon nitride, hexagonal boron nitride, and MXenes, have attracted inten"
1638,10.1021/am5087374,Rational Design of High-Surface-Area Carbon Nanotube/Microporous Carbon Core–Shell Nanocomposites for Supercapacitor Electrodes,"All-carbon-based carbon nanotube (CNT)/microporous carbon core-shell nanocomposites, in which a CNT as the core and high-surface-area microporous carbon as the shell, have been prepared by in situ res"
1639,10.1007/s40820-017-0165-1,Template-Free Synthesis of Sb2S3 Hollow Microspheres as Anode Materials for Lithium-Ion and Sodium-Ion Batteries,Hierarchical Sb2S3 hollow microspheres assembled by nanowires have been successfully synthesized by a simple and practical hydrothermal reaction. The possible formation process of this architecture wa
1640,10.1021/acsomega.1c00697,Promoting Visible Light Generation of Hydrogen Using a Sol–Gel-Prepared MnCo2O4@g‑C3N4 p–n Heterojunction Photocatalyst,"The production of hydrogen using a new type of heterogeneous photocatalyst under visible light is considered a remarkable essential pathway for sustainable, pure energy not only on the laboratory scal"
1641,10.1002/adma.201500707,A Novel Exfoliation Strategy to Significantly Boost the Energy Storage Capability of Commercial Carbon Cloth,A facile and efficient electrochemical oxidation method to directly activated carbon cloth as an excellent electrode material for supercapacitors is reported. Flexible asymmetric supercapacitor device
1642,10.1088/0957-4484/27/21/215403,Porous γ-Fe2O3 spheres coated with N-doped carbon from polydopamine as Li-ion battery anode materials,"Nitrogen doping has been demonstrated to play a crucial role in controlling the electronic properties of carbon-based composites. In this paper, nitrogen-doped carbon coated γ-Fe2O3 (NC@γ-Fe2O3) compo"
1643,10.1002/chem.201905346,Bifunctional Catalysts for Reversible Oxygen Evolution Reaction and Oxygen Reduction Reaction,Metal-air batteries (MABs) and reversible fuel cells (RFCs) rely on the bifunctional oxygen catalysts for oxygen evolution reaction (OER) and oxygen reduction reaction (ORR). Finding efficient bifunct
1644,10.1039/c7nr04187j,Nanostructured materials on 3D nickel foam as electrocatalysts for water splitting,"Highly efficient and low-cost electrocatalysts are essential for water spitting via electrolysis in an economically viable fashion. However, the best catalytic performance is found with noble metal-ba"
1645,10.1002/smll.202000730,An Overview and Future Perspectives of Rechargeable Zinc Batteries,"Aqueous rechargeable zinc-based batteries have sparked a lot of enthusiasm in the energy storage field recently due to their inherent safety, low cost, and environmental friendliness. Although remarka"
1646,10.1007/s10895-019-02472-3,Carbon Dots Doped with N and S towards Controlling Emitting,"N-doped carbon dots (N-Cdots) were prepared via a solvothermal process in different solvents including water, acetone, and N,N-dimethylformamide (DMF). The red-shifted photoluminescence (PL) peaks and"
1647,10.1021/acs.inorgchem.2c00460,"Precursor Engineering for the Synthesis of Mixed Anionic Metal (Cu, Mn) Chalcogenide Nanomaterials via Solvent-Less Synthesis","Metal-organic ligands with mixed chalcogenides are potential compounds for the preparation of mixed anionic metal chalcogenide alloys. However, only a few of such ligands are known, and their complexe"
1648,10.1002/chem.201704284,Recent Applications of 2D Inorganic Nanosheets for Emerging Energy Storage System,"Among many types of nanostructured inorganic materials, highly anisotropic 2D nanosheets provide unique advantages in designing and synthesizing efficient electrode and electrocatalyst materials for n"
1649,10.1088/1361-6528/aab4c2,Uniformly coated highly porous graphene/MnO2 foams for flexible asymmetric supercapacitors,"Supercapacitors are called to play a prominent role in the newly emerging markets of electric vehicles, flexible displays and sensors, and wearable electronics. In order to compete with current batter"
1650,10.1016/j.jhazmat.2020.124792,Ultrasensitive detection of cytotoxic food preservative tert-butylhydroquinone using 3D cupric oxide nanoflowers embedded functionalized carbon nanotubes,Accurate detection of cytotoxic food preservative tert-butylhydroquinone (TBHQ) has significant importance in maintaining food quality and safety. TBHQ is a chronic hazard to aquatic life and its use 
1651,10.1002/smll.201801562,Sulfur‐Deficient Bismuth Sulfide/Nitrogen‐Doped Carbon Nanofibers as Advanced Free‐Standing Electrode for Asymmetric Supercapacitors,"The use of free-standing carbon-based hybrids plays a crucial role to help fulfil ever-increasing energy storage demands, but is greatly hindered by the limited number of active sites for fast charge "
1652,10.1002/cssc.201902537,2 D MXene‐based Energy Storage Materials: Interfacial Structure Design and Functionalization,"Transition metal carbides and/or nitrides (MXenes), a burgeoning group of 2 D layer-structure compounds, have multiple merits, such as high electrical conductivity, tunable layer structure, small band"
1653,10.1016/j.jcis.2019.08.044,MOF assistance synthesis of nanoporous double-shelled CuCo2O4 hollow spheres for hybrid supercapacitors,Design of complex hollow nanostructures of two or more transition metal oxides seems to be necessary to answer the demand for novel energy storage electrodes owning outstanding performance for advance
1654,10.1002/smll.201800294,Ni@NiO Nanowires on Nickel Foam Prepared via “Acid Hungry” Strategy: High Supercapacitor Performance and Robust Electrocatalysts for Water Splitting Reaction,"Ni/NiO core-shell nanowires on nickel foam (NF) are successfully synthesized using an ""acid-hungry"" strategy. The 3D electrode with large accessible active sites and improved conductivity, possesses a"
1655,10.1021/acsami.9b14350,Low-Cost Ni2P/Ni0.96S Heterostructured Bifunctional Electrocatalyst toward Highly Efficient Overall Urea-Water Electrolysis,"Water splitting is a sustainable approach for production of hydrogen to fuel some clean energy technologies. This process, unfortunately, has been significantly impeded by the puzzles in either the ef"
1656,10.1021/acs.chemrev.1c00636,Atomically Thin Materials for Next-Generation Rechargeable Batteries,"Atomically thin materials (ATMs) with thicknesses in the atomic scale (typically <5 nm) offer inherent advantages of large specific surface areas, proper crystal lattice distortion, abundant surfac"
1657,10.1021/acsami.6b16602,Morphology-Controllable Synthesis of Zn–Co-Mixed Sulfide Nanostructures on Carbon Fiber Paper Toward Efficient Rechargeable Zinc–Air Batteries and Water Electrolysis,"It remains an ongoing challenge to develop cheap, highly active, and stable electrocatalysts to promote the sluggish electrocatalytic oxygen evolution, oxygen reduction, and hydrogen evolution reactio"
1658,10.1088/1361-6528/aac02c,Three-dimensional nitrogen and sulfur co-doped holey-reduced graphene oxide frameworks anchored with MoO2 nanodots for advanced rechargeable lithium-ion batteries,"In this manuscript, we synthesize a porous three-dimensional anode material consisting of molybdenum dioxide nanodots anchored on nitrogen (N)/sulfur (S) co-doped reduced graphene oxide (GO) (3D MoO"
1659,10.1021/acsomega.9b01063,Ultrasensitive and Highly Selective Ni3Te2 as a Nonenzymatic Glucose Sensor at Extremely Low Working Potential,"Developing Nonenzymatic glucose biosensors has recently been at the center of attention owing to their potential application in implantable and continuous glucose monitoring systems. In this article, "
1660,10.1038/s41565-021-01051-7,A multifunctional chemical toolbox to engineer carbon dots for biomedical and energy applications,"Photoluminescent carbon nanoparticles, or carbon dots, are an emerging class of materials that has recently attracted considerable attention for biomedical and energy applications. They are defined by"
1661,10.1002/advs.201700592,Hierarchically Nanostructured Transition Metal Oxides for Lithium‐Ion Batteries,"Lithium-ion batteries (LIBs) have been widely used in the field of portable electric devices because of their high energy density and long cycling life. To further improve the performance of LIBs, it "
1662,10.1016/j.jcis.2019.12.101,Construction of hierarchical cobalt-molybdenum selenide hollow nanospheres architectures for high performance battery-supercapacitor hybrid devices,Transition metal selenides have aroused widespread attention as a class of emerging electrode materials for high-performance supercapacitors attributed to their featured with high theoretical capacita
1663,10.1021/acs.jpcb.8b01611,Improved Nonenzymatic Glucose Sensing Properties of Pd/MnO2 Nanosheets: Synthesis by Facile Microwave-Assisted Route and Theoretical Insight from Quantum Simulations,"The electrocatalytic properties of manganese oxide (MnO2) can be improved significantly by making hybrids/composites with noble metals (Au, Pd). Here, efforts have been made to synthesize t"
1664,10.1007/s11356-020-12214-9,Superior Hg0 capture performance and SO2 resistance of Co–Mn binary metal oxide-modified layered MCM-22 zeolite for SO2-containing flue gas,A Co–Mn binary metal oxide-modified layered MCM-22 zeolite was designed to capture gaseous elemental mercury (Hg0) from SO2-containing flue gas. The physicochemical properties of the Co–Mn/MCM-22 zeol
1665,10.1016/j.jcis.2020.10.050,Highly efficient Co3O4/CeO2 heterostructure as anode for lithium-ion batteries,"Co3O4 has been extensively studied as an anode material for lithium-ion batteries (LIBs) because of its high theoretical capacity. However, during the charging-discharging proces"
1666,10.1021/acsami.6b11389,Triple-Confined Well-Dispersed Biactive NiCo2S4/Ni0.96S on Graphene Aerogel for High-Efficiency Lithium Storage,"Layered double hydroxides (LDHs), also known as hydrotalcite-like anionic clay compounds, have attracted increasing interest in electrochemical energy storage, in the main form of LDH precursor-derive"
1667,10.1039/c5cs00147a,Structural design of graphene for use in electrochemical energy storage devices,There are many practical challenges in the use of graphene materials as active components in electrochemical energy storage devices. Graphene has a much lower capacitance than the theoretical capacita
1668,10.1021/acsomega.8b03362,Fabrication of Solid-State Asymmetric Supercapacitors Based on Aniline Oligomers and Graphene Electrodes with Enhanced Electrochemical Performances,"This work describes solid-state asymmetric supercapacitors (ASCs), composed of aniline oligomers as a cathode, nonoxidative graphene sheet as an anode, and polyvinyl alcohol-potassium hydroxide gel as"
1669,10.1088/1361-6528/ac1a3e,Compressive modulus and deformation mechanisms of 3DG foams: experimental investigation and multiscale modeling,"Due to the wide applications of three-dimensional graphene (3DG) foam in bio-sensors, stretchable electronics, and conductive polymer composites, predicting its mechanical behavior is of paramount imp"
1670,10.1021/acsami.2c06122,Carbon Nanotube-Coupled Seaweed-like Cobalt Sulfide as a Dual-Functional Catalyst for Overall Water Splitting,"Preparation of high-efficiency dual-functional catalysts remains the bottleneck for electrochemical water splitting. To prepare a non-precious metal catalyst with high activity and stability, here, we"
1671,10.1021/acsami.6b14242,A Study of Electrocatalytic and Photocatalytic Activity of Cerium Molybdate Nanocubes Decorated Graphene Oxide for the Sensing and Degradation of Antibiotic Drug Chloramphenicol,"In this present work, ""killing two birds with one stone"" strategy was performed for the electrochemical trace level detection and photocatalytic degradation of antibiotic drug chloramphenicol (CAP) us"
1672,10.3390/nano9091306,Development and Applications of MOFs Derivative One-Dimensional Nanofibers via Electrospinning:A Mini-Review,"Metal organic frameworks (MOFs) have been exploited for various applications in science and engineering due to the possibility of forming different mesoscopic frameworks and pore structures. To date, "
1673,10.1021/acsami.6b15757,Cobalt- and Cadmium-Based Metal–Organic Frameworks as High-Performance Anodes for Sodium Ion Batteries and Lithium Ion Batteries,"Two multifunctional metal-organic frameworks (MOFs) with the same coordination mode, [Co(L)(H2O)]n·2nH2O [defined as ""Co(L) MOF""] and [Cd(L)(H2O)]n"
1674,10.1021/acsami.9b09882,Two-Dimensional Bismuth Oxide Heterostructured Nanosheets for Lithium- and Sodium-Ion Storages,Two-dimensional (2D) bismuth oxide (Bi2O3) heterostructured nanosheets (BOHNs) were first fabricated by a solution-based molecular self-assembly approach. The synthesized BOHNs n
1675,10.1002/adma.201506133,Synthesis of Two‐Dimensional Materials for Capacitive Energy Storage,"The unique properties and great variety of two-dimensional (2D) nanomaterials make them highly attractive for energy storage applications. Here, an insight into the progress made towards the applicati"
1676,10.1021/acsami.5b11510,Graphene Oxide Templated Growth and Superior Lithium Storage Performance of Novel Hierarchical Co2V2O7 Nanosheets,Hierarchical Co2V2O7 nanosheets consisted of interconnected nanoparticles are synthesized by a facile method using graphene oxide as the template. The electrochemical reaction mechanism of the Co2V2O7
1677,10.1021/acsami.6b10637,Highly Conductive Mo2C Nanofibers Encapsulated in Ultrathin MnO2 Nanosheets as a Self-Supported Electrode for High-Performance Capacitive Energy Storage,Nanostructured transition metal carbides (TMCs) with superior electrochemical properties are promising materials for high-efficiency energy-storage applications. Herein one-dimensional molybdenum carb
1678,10.1088/1361-6528/aa9d52,Enhanced photocatalytic water-splitting performance using Fe-doped hierarchical TiO2 ball-flowers,"The photocatalytic water-splitting behavior of hierarchically structured TiO2 ball-flowers with different Fe ion contents was studied, in order to elucidate the effects of Fe doping on thei"
1679,10.1186/s11671-016-1277-0,The Two-Dimensional Nanocomposite of Molybdenum Disulfide and Nitrogen-Doped Graphene Oxide for Efficient Counter Electrode of Dye-Sensitized Solar Cells,"In this study, we reported the synthesis of the two-dimensional (2D) nanocomposite of molybdenum disulfide and nitrogen-doped graphene oxide (MoS2/nGO) as a platinum-free counter electrode (CE) for dy"
1680,10.1002/chem.201403649,Nanoarchitectured Graphene‐Based Supercapacitors for Next‐Generation Energy‐Storage Applications,"Tremendous development in the field of portable electronics and hybrid electric vehicles has led to urgent and increasing demand in the field of high-energy storage devices. In recent years, many rese"
1681,10.1021/acsami.1c09503,Ultrathin NiSe Nanosheets on Ni Foam for Efficient and Durable Hydrazine-Assisted Electrolytic Hydrogen Production,Hydrazine-assisted electrochemical water splitting is an important avenue toward low cost and sustainable hydrogen production. An efficient and stable bifunctional electrocatalyst for the hydrogen evo
1682,10.3390/nano10010061,Facile Preparation of Ni-Co Bimetallic Oxide/Activated Carbon Composites Using the Plasma in Liquid Process for Supercapacitor Electrode Applications,"In this study, a plasma in a liquid process (PiLP) was used to facilely precipitate bimetallic nanoparticles composed of Ni and Co elements on the surface of activated carbon. The physicochemical and "
1683,10.1016/j.ijbiomac.2019.12.187,Rapid one-step preparation of hierarchical porous carbon from chitosan-based hydrogel for high-rate supercapacitors: The effect of gelling agent concentration,"Herein, chitosan-based hydrogel beads (CHBs) were used to prepare N- and O-enriched hierarchical porous carbon (PC) by microwave heating for only 10 min. Water molecules in CHBs can act as heating car"
1684,10.1039/c7cc07259g,Hierarchical CuCo 2 S 4 nanoarrays for high-efficient and durable water oxidation electrocatalysis,"It is highly attractive to design and develop earth-abundant electrocatalysts toward high-efficiency water oxidation electrocatalysis in alkaline media. In this communication, we report the in situ hy"
1685,10.1039/c4nr00533c,Facile fabrication of hierarchical ZnCo 2 O 4 /NiO core/shell nanowire arrays with improved lithium-ion battery performance,"We report a facile and controllable strategy for the fabrication of three-dimensional (3D) ZnCo2O4/NiO core/shell nanowire arrays (ZCO/NiO NWs) on nickel (Ni) foam substrates by a simple, cost-effecti"
